,id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,latitude,longitude,line_name,month,time_range,month_number,hour,year,Time,Time_group
10579,10580,2018-07-18,9:10,Wednesday,BESSARION STATION,TUMVS,5,10,E,SHP,6141,Operator Violated Signal,43.769166999999996,-79.376389,Sheppard,July,9AM-12PM,7,9,2018,9,morning_rush_hour
10630,10631,2018-07-20,1:04,Friday,SHEPPARD-YONGE SHP STATION,EUTRD,4,9,E,SHP,6141,TR Cab Doors,43.761389,-79.410833,Sheppard,July,9PM-1:30AM,7,1,2018,25,evening
10693,10694,2018-07-22,23:14,Sunday,DON MILLS STATION,TUMVS,5,10,E,SHP,6191,Operator Violated Signal,43.775556,-79.346389,Sheppard,July,9PM-1:30AM,7,23,2018,23,evening
10718,10719,2018-07-23,17:43,Monday,DON MILLS STATION,MUI,7,13,W,SHP,6146,Injured or ill Customer (On Train) - Transported,43.775556,-79.346389,Sheppard,July,3-6PM,7,17,2018,17,afternoon_rush_hour
10743,10744,2018-07-24,19:06,Tuesday,SHEPPARD-YONGE SHP STATION,EUECD,8,13,E,SHP,6141,ECD / Line Mechanic Related Prob.,43.761389,-79.410833,Sheppard,July,6-9PM,7,19,2018,19,afternoon_rush_hour
10817,10818,2018-07-27,19:59,Friday,DON MILLS STATION,SUDP,4,9,W,SHP,6171,Disorderly Patron,43.775556,-79.346389,Sheppard,July,6-9PM,7,19,2018,19,afternoon_rush_hour
11105,11106,2018-08-09,16:39,Thursday,BAYVIEW STATION,MUPAA,3,8,W,SHP,6176,Passenger Assistance Alarm Activated - No Trouble Found,43.766944,-79.386667,Sheppard,August,3-6PM,8,16,2018,16,mid_day
11139,11140,2018-08-11,1:13,Saturday,DON MILLS STATION,MUIR,5,10,W,SHP,6191,Injured or ill Customer (On Train) - Medical Aid Refused,43.775556,-79.346389,Sheppard,August,9PM-1:30AM,8,1,2018,25,evening
11150,11151,2018-08-11,21:58,Saturday,SHEPPARD-YONGE SHP STATION,EUTRD,4,9,E,SHP,6161,TR Cab Doors,43.761389,-79.410833,Sheppard,August,9PM-1:30AM,8,21,2018,21,evening
11175,11176,2018-08-13,5:38,Monday,DON MILLS STATION,TUSUP,8,12,W,SHP,6191,Supervisory Error,43.775556,-79.346389,Sheppard,August,5-9AM,8,5,2018,29,off_operation
11196,11197,2018-08-13,22:32,Monday,SHEPPARD-YONGE SHP STATION,PUCSC,6,11,W,SHP,6196,Signal Control Problem - Signals,43.761389,-79.410833,Sheppard,August,9PM-1:30AM,8,22,2018,22,evening
11222,11223,2018-08-15,9:46,Wednesday,LESLIE STATION,TUOS,7,12,W,SHP,6166,Operator Overshot Platform,43.771389,-79.365278,Sheppard,August,9AM-12PM,8,9,2018,9,morning_rush_hour
11304,11305,2018-08-19,8:27,Sunday,SHEPPARD-YONGE SHP STATION,TUMVS,5,10,E,SHP,6146,Operator Violated Signal,43.761389,-79.410833,Sheppard,August,5-9AM,8,8,2018,8,morning_rush_hour
11391,11392,2018-08-23,11:51,Thursday,BAYVIEW STATION,MUPLB,19,24,E,SHP,6176,Fire/Smoke Plan B - Source TTC,43.766944,-79.386667,Sheppard,August,9AM-12PM,8,11,2018,11,mid_day
11393,11394,2018-08-23,13:41,Thursday,BESSARION STATION,PUOPO,5,10,W,SHP,6141,OPTO (COMMS) Train Door Monitoring,43.769166999999996,-79.376389,Sheppard,August,12-3PM,8,13,2018,13,mid_day
11428,11429,2018-08-25,15:56,Saturday,LESLIE STATION,TUMVS,3,8,W,SHP,6151,Operator Violated Signal,43.771389,-79.365278,Sheppard,August,3-6PM,8,15,2018,15,mid_day
11468,11469,2018-08-27,8:55,Monday,BESSARION STATION,PUOPO,3,8,W,SHP,6171,OPTO (COMMS) Train Door Monitoring,43.769166999999996,-79.376389,Sheppard,August,5-9AM,8,8,2018,8,morning_rush_hour
11541,11542,2018-08-30,13:21,Thursday,LESLIE STATION,TUOS,5,10,E,SHP,6156,Operator Overshot Platform,43.771389,-79.365278,Sheppard,August,12-3PM,8,13,2018,13,mid_day
11671,11672,2018-09-06,5:27,Thursday,BESSARION STATION,PUCSC,3,0,E,SHP,6141,Signal Control Problem - Signals,43.769166999999996,-79.376389,Sheppard,September,5-9AM,9,5,2018,29,off_operation
11672,11673,2018-09-06,5:45,Thursday,BESSARION STATION,PUCSC,3,8,W,SHP,5141,Signal Control Problem - Signals,43.769166999999996,-79.376389,Sheppard,September,5-9AM,9,5,2018,29,off_operation
11716,11717,2018-09-09,7:58,Sunday,BAYVIEW STATION,PUSO,5,10,E,SHP,6166,S/E/C Department Other,43.766944,-79.386667,Sheppard,September,5-9AM,9,7,2018,7,morning_rush_hour
11848,11849,2018-09-16,11:01,Sunday,BAYVIEW STATION,PUSCA,3,8,E,SHP,6176,SCADA Related Problems ,43.766944,-79.386667,Sheppard,September,9AM-12PM,9,11,2018,11,mid_day
11866,11867,2018-09-17,17:13,Monday,DON MILLS STATION,MUIR,3,8,E,SHP,6171,Injured or ill Customer (On Train) - Medical Aid Refused,43.775556,-79.346389,Sheppard,September,3-6PM,9,17,2018,17,afternoon_rush_hour
11869,11870,2018-09-17,17:50,Monday,LESLIE STATION,MUIRS,3,8,E,SHP,6176,Injured or ill Customer (In Station) - Medical Aid Refused,43.771389,-79.365278,Sheppard,September,3-6PM,9,17,2018,17,afternoon_rush_hour
11878,11879,2018-09-18,5:46,Tuesday,BAYVIEW STATION,MUPF,4,9,E,SHP,6176,,43.766944,-79.386667,Sheppard,September,5-9AM,9,5,2018,29,off_operation
11882,11883,2018-09-18,9:35,Tuesday,BAYVIEW STATION,PUSO,7,12,E,SHP,6156,S/E/C Department Other,43.766944,-79.386667,Sheppard,September,9AM-12PM,9,9,2018,9,morning_rush_hour
11958,11959,2018-09-22,14:39,Saturday,SHEPPARD-YONGE SHP STATION,TUKEY,3,8,E,SHP,6156,Two Drum Switch Keys Activated,43.761389,-79.410833,Sheppard,September,12-3PM,9,14,2018,14,mid_day
11984,11985,2018-09-24,11:03,Monday,BAYVIEW STATION,MUTD,3,8,E,SHP,6156,Training Department Related Delays,43.766944,-79.386667,Sheppard,September,9AM-12PM,9,11,2018,11,mid_day
12136,12137,2018-10-02,9:45,Tuesday,DON MILLS STATION,TUOPO,6,11,E,SHP,6176,OPTO Operator Related,43.775556,-79.346389,Sheppard,October,9AM-12PM,10,9,2018,9,morning_rush_hour
12149,12150,2018-10-02,20:22,Tuesday,BAYVIEW STATION,SUEAS,13,18,E,SHP,6166,Emergency Alarm Station Activation,43.766944,-79.386667,Sheppard,October,6-9PM,10,20,2018,20,afternoon_rush_hour
12253,12254,2018-10-09,8:33,Tuesday,LESLIE STATION,TUMVS,4,9,E,SHP,6141,Operator Violated Signal,43.771389,-79.365278,Sheppard,October,5-9AM,10,8,2018,8,morning_rush_hour
12254,12255,2018-10-09,8:42,Tuesday,DON MILLS STATION,PUOPO,5,10,W,SHP,6146,OPTO (COMMS) Train Door Monitoring,43.775556,-79.346389,Sheppard,October,5-9AM,10,8,2018,8,morning_rush_hour
12266,12267,2018-10-09,22:49,Tuesday,BESSARION STATION,MUPAA,4,9,E,SHP,6166,Passenger Assistance Alarm Activated - No Trouble Found,43.769166999999996,-79.376389,Sheppard,October,9PM-1:30AM,10,22,2018,22,evening
12359,12360,2018-10-15,18:50,Monday,BAYVIEW STATION,EUDO,5,10,E,SHP,6151,Door Problems - Faulty Equipment,43.766944,-79.386667,Sheppard,October,6-9PM,10,18,2018,18,afternoon_rush_hour
12393,12394,2018-10-17,2:25,Wednesday,SHEPPARD-YONGE SHP STATION,TUMVS,12,18,W,SHP,6191,Operator Violated Signal,43.761389,-79.410833,Sheppard,October,9PM-1:30AM,10,2,2018,26,off_operation
12477,12478,2018-10-20,2:35,Saturday,SHEPPARD-YONGE SHP STATION,MUO,22,30,E,SHP,6146,Miscellaneous Other,43.761389,-79.410833,Sheppard,October,9PM-1:30AM,10,2,2018,26,off_operation
12481,12482,2018-10-20,10:33,Saturday,BESSARION STATION,MUPAA,4,9,W,SHP,6196,Passenger Assistance Alarm Activated - No Trouble Found,43.769166999999996,-79.376389,Sheppard,October,9AM-12PM,10,10,2018,10,mid_day
12508,12509,2018-10-22,17:17,Monday,SHEPPARD-YONGE SHP STATION,PUCSS,5,10,E,SHP,6181,Central Office Signalling System,43.761389,-79.410833,Sheppard,October,3-6PM,10,17,2018,17,afternoon_rush_hour
12518,12519,2018-10-23,5:34,Tuesday,BESSARION STATION,EUPI,15,20,E,SHP,6191,Propulsion System,43.769166999999996,-79.376389,Sheppard,October,5-9AM,10,5,2018,29,off_operation
12569,12570,2018-10-25,23:46,Thursday,SHEPPARD-YONGE SHP STATION,MUDD,3,8,E,SHP,6166,Door Problems - Debris Related,43.761389,-79.410833,Sheppard,October,9PM-1:30AM,10,23,2018,23,evening
12599,12600,2018-10-27,11:18,Saturday,BAYVIEW STATION,TUOS,8,13,W,SHP,6151,Operator Overshot Platform,43.766944,-79.386667,Sheppard,October,9AM-12PM,10,11,2018,11,mid_day
12636,12637,2018-10-29,18:27,Monday,LESLIE STATION,MUPAA,4,9,E,SHP,6141,Passenger Assistance Alarm Activated - No Trouble Found,43.771389,-79.365278,Sheppard,October,6-9PM,10,18,2018,18,afternoon_rush_hour
12686,12687,2018-11-02,9:00,Friday,DON MILLS STATION,SUDP,5,10,E,SHP,6156,Disorderly Patron,43.775556,-79.346389,Sheppard,November,9AM-12PM,11,9,2018,9,morning_rush_hour
12832,12833,2018-11-09,17:00,Friday,BAYVIEW STATION,SUUT,7,13,W,SHP,6171,Unauthorized at Track Level,43.766944,-79.386667,Sheppard,November,3-6PM,11,17,2018,17,afternoon_rush_hour
12941,12942,2018-11-15,15:16,Thursday,BAYVIEW STATION,EUDO,6,11,W,SHP,6151,Door Problems - Faulty Equipment,43.766944,-79.386667,Sheppard,November,3-6PM,11,15,2018,15,mid_day
13000,13001,2018-11-19,8:01,Monday,SHEPPARD-YONGE SHP STATION,MUIRS,3,8,E,SHP,6156,Injured or ill Customer (In Station) - Medical Aid Refused,43.761389,-79.410833,Sheppard,November,5-9AM,11,8,2018,8,morning_rush_hour
13020,13021,2018-11-20,8:37,Tuesday,DON MILLS STATION,SUEAS,3,8,W,SHP,6151,Emergency Alarm Station Activation,43.775556,-79.346389,Sheppard,November,5-9AM,11,8,2018,8,morning_rush_hour
13021,13022,2018-11-20,8:56,Tuesday,SHEPPARD-YONGE SHP STATION,MUI,5,10,E,SHP,5151,Injured or ill Customer (On Train) - Transported,43.761389,-79.410833,Sheppard,November,5-9AM,11,8,2018,8,morning_rush_hour
13023,13024,2018-11-20,10:25,Tuesday,LESLIE STATION,PUOPO,6,11,W,SHP,6146,OPTO (COMMS) Train Door Monitoring,43.771389,-79.365278,Sheppard,November,9AM-12PM,11,10,2018,10,mid_day
13093,13094,2018-11-23,10:50,Friday,BESSARION STATION,PUSTS,5,10,W,SHP,6176,Signals - Train Stops,43.769166999999996,-79.376389,Sheppard,November,9AM-12PM,11,10,2018,10,mid_day
13115,13116,2018-11-24,22:22,Saturday,SHEPPARD-YONGE SHP STATION,MUNOA,5,10,,SHP,6196,No Operator Immediately Available - Not E.S.A. Related ,43.761389,-79.410833,Sheppard,November,9PM-1:30AM,11,22,2018,22,evening
13294,13295,2018-12-05,16:36,Wednesday,DON MILLS STATION,PUOPO,4,9,W,SHP,6141,OPTO (COMMS) Train Door Monitoring,43.775556,-79.346389,Sheppard,December,3-6PM,12,16,2018,16,mid_day
13367,13368,2018-12-10,10:15,Monday,DON MILLS STATION,SUROB,9,14,,SHP,0,Robbery,43.775556,-79.346389,Sheppard,December,9AM-12PM,12,10,2018,10,mid_day
13380,13381,2018-12-11,5:50,Tuesday,LESLIE STATION,PUOPO,3,8,W,SHP,6141,OPTO (COMMS) Train Door Monitoring,43.771389,-79.365278,Sheppard,December,5-9AM,12,5,2018,29,off_operation
13408,13409,2018-12-13,1:24,Thursday,DON MILLS STATION,MUTD,4,9,E,SHP,6181,Training Department Related Delays,43.775556,-79.346389,Sheppard,December,9PM-1:30AM,12,1,2018,25,evening
13431,13432,2018-12-14,6:34,Friday,DON MILLS STATION,TUOPO,4,9,W,SHP,6191,OPTO Operator Related,43.775556,-79.346389,Sheppard,December,5-9AM,12,6,2018,6,
13445,13446,2018-12-14,16:16,Friday,DON MILLS STATION,TUSC,4,8,E,SHP,6171,Operator Overspeeding,43.775556,-79.346389,Sheppard,December,3-6PM,12,16,2018,16,mid_day
13512,13513,2018-12-18,9:57,Tuesday,BAYVIEW STATION,PUSTS,3,9,W,SHP,6141,Signals - Train Stops,43.766944,-79.386667,Sheppard,December,9AM-12PM,12,9,2018,9,morning_rush_hour
13517,13518,2018-12-18,20:00,Tuesday,LESLIE STATION,SUDP,4,11,E,SHP,6191,Disorderly Patron,43.771389,-79.365278,Sheppard,December,6-9PM,12,20,2018,20,afternoon_rush_hour
13559,13560,2018-12-20,13:59,Thursday,DON MILLS STATION,TUMVS,5,10,E,SHP,6191,Operator Violated Signal,43.775556,-79.346389,Sheppard,December,12-3PM,12,13,2018,13,mid_day
13623,13624,2018-12-25,1:15,Tuesday,BAYVIEW STATION,TUO,10,15,W,SHP,6196,Transportation Department - Other,43.766944,-79.386667,Sheppard,December,9PM-1:30AM,12,1,2018,25,evening
13660,13661,2018-12-27,17:14,Thursday,DON MILLS STATION,MUI,5,10,W,SHP,6146,Injured or ill Customer (On Train) - Transported,43.775556,-79.346389,Sheppard,December,3-6PM,12,17,2018,17,afternoon_rush_hour
13671,13672,2018-12-28,10:44,Friday,DON MILLS STATION,SUDP,5,10,W,SHP,6151,Disorderly Patron,43.775556,-79.346389,Sheppard,December,9AM-12PM,12,10,2018,10,mid_day
13720,13721,2018-12-31,14:07,Monday,SHEPPARD-YONGE SHP STATION,MUIR,5,10,W,SHP,6196,Injured or ill Customer (On Train) - Medical Aid Refused,43.761389,-79.410833,Sheppard,December,12-3PM,12,14,2018,14,mid_day
