,id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,latitude,longitude,line_name,month,time_range,month_number,hour,year,Time,Time_group
10756,10757,2018-07-25,8:14,Wednesday,SCARBOROUGH CTR STATIO,ERDO,3,8,S,SRT,3008,Door Problems - Faulty Equipment,43.774444,-79.257778,Scarborough Rail Transit,July,5-9AM,7,8,2018,8,morning_rush_hour
10769,10770,2018-07-25,19:11,Wednesday,MIDLAND STATION,TRO,6,11,S,SRT,3024,Transportation Department - Other,43.770417,-79.271944,Scarborough Rail Transit,July,6-9PM,7,19,2018,19,afternoon_rush_hour
10772,10773,2018-07-25,22:04,Wednesday,MIDLAND STATION,ERDO,4,9,N,SRT,3013,Door Problems - Faulty Equipment,43.770417,-79.271944,Scarborough Rail Transit,July,9PM-1:30AM,7,22,2018,22,evening
10774,10775,2018-07-25,22:51,Wednesday,KENNEDY SRT STATION,SRO,6,11,N,SRT,3017,Passenger Other,43.7325,-79.263611,Scarborough Rail Transit,July,9PM-1:30AM,7,22,2018,22,evening
10792,10793,2018-07-26,16:02,Thursday,ELLESMERE STATION,ERDO,4,9,N,SRT,3017,Door Problems - Faulty Equipment,43.766944,-79.276389,Scarborough Rail Transit,July,3-6PM,7,16,2018,16,mid_day
10800,10801,2018-07-27,0:49,Friday,LAWRENCE EAST STATION,SRO,5,10,N,SRT,3015,Passenger Other,43.750278,-79.270278,Scarborough Rail Transit,July,9PM-1:30AM,7,0,2018,24,evening
10808,10809,2018-07-27,11:44,Friday,LAWRENCE EAST STATION,ERDO,5,11,S,SRT,3018,Door Problems - Faulty Equipment,43.750278,-79.270278,Scarborough Rail Transit,July,9AM-12PM,7,11,2018,11,mid_day
10823,10824,2018-07-27,22:57,Friday,KENNEDY SRT STATION,ERDO,6,11,N,SRT,3023,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,July,9PM-1:30AM,7,22,2018,22,evening
10834,10835,2018-07-28,15:44,Saturday,MCCOWAN STATION,MRTO,20,26,N,SRT,3013,Timeout,43.774916999999995,-79.251667,Scarborough Rail Transit,July,3-6PM,7,15,2018,15,mid_day
10839,10840,2018-07-28,22:13,Saturday,KENNEDY SRT STATION,ERDO,4,9,N,SRT,3005,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,July,9PM-1:30AM,7,22,2018,22,evening
10841,10842,2018-07-29,0:35,Sunday,KENNEDY SRT STATION,ERDO,5,10,N,SRT,3005,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,July,9PM-1:30AM,7,0,2018,24,evening
10879,10880,2018-07-30,12:05,Monday,MCCOWAN STATION,ERPR,5,10,N,SRT,3005,Propulsion System,43.774916999999995,-79.251667,Scarborough Rail Transit,July,12-3PM,7,12,2018,12,mid_day
10897,10898,2018-07-30,22:02,Monday,LAWRENCE EAST STATION,ERDO,5,11,N,SRT,3011,Door Problems - Faulty Equipment,43.750278,-79.270278,Scarborough Rail Transit,July,9PM-1:30AM,7,22,2018,22,evening
10931,10932,2018-08-01,12:33,Wednesday,MCCOWAN STATION,ERAC,5,10,S,SRT,3017,Air Conditioning,43.774916999999995,-79.251667,Scarborough Rail Transit,August,12-3PM,8,12,2018,12,mid_day
10935,10936,2018-08-01,15:16,Wednesday,MCCOWAN STATION,ERNEA,5,10,S,SRT,3009,No Equipment Available,43.774916999999995,-79.251667,Scarborough Rail Transit,August,3-6PM,8,15,2018,15,mid_day
10942,10943,2018-08-01,18:08,Wednesday,LAWRENCE EAST STATION,ERDO,4,9,S,SRT,3014,Door Problems - Faulty Equipment,43.750278,-79.270278,Scarborough Rail Transit,August,6-9PM,8,18,2018,18,afternoon_rush_hour
10948,10949,2018-08-02,6:31,Thursday,SCARBOROUGH CTR STATIO,ERDO,4,10,S,SRT,3002,Door Problems - Faulty Equipment,43.774444,-79.257778,Scarborough Rail Transit,August,5-9AM,8,6,2018,6,
10956,10957,2018-08-02,19:05,Thursday,MCCOWAN STATION,MRESA,6,12,S,SRT,3026,No Operator Immediately Available,43.774916999999995,-79.251667,Scarborough Rail Transit,August,6-9PM,8,19,2018,19,afternoon_rush_hour
11002,11003,2018-08-05,16:25,Sunday,KENNEDY SRT STATION,ERDO,5,10,N,SRT,3015,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,August,3-6PM,8,16,2018,16,mid_day
11024,11025,2018-08-07,5:55,Tuesday,MCCOWAN STATION,TRNOA,5,10,S,SRT,0,No Operator Immediately Available ,43.774916999999995,-79.251667,Scarborough Rail Transit,August,5-9AM,8,5,2018,29,off_operation
11063,11064,2018-08-08,5:59,Wednesday,LAWRENCE EAST STATION,ERWA,9,15,S,SRT,3026,Warning Alarm Systems,43.750278,-79.270278,Scarborough Rail Transit,August,5-9AM,8,5,2018,29,off_operation
11107,11108,2018-08-09,17:25,Thursday,ELLESMERE STATION,SRDP,3,8,N,SRT,3001,Disorderly Patron,43.766944,-79.276389,Scarborough Rail Transit,August,3-6PM,8,17,2018,17,afternoon_rush_hour
11118,11119,2018-08-10,6:19,Friday,KENNEDY SRT STATION,ERDO,3,8,N,SRT,3015,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,August,5-9AM,8,6,2018,6,
11131,11132,2018-08-10,16:21,Friday,MCCOWAN STATION,TRNOA,5,10,S,SRT,0,No Operator Immediately Available ,43.774916999999995,-79.251667,Scarborough Rail Transit,August,3-6PM,8,16,2018,16,mid_day
11135,11136,2018-08-10,17:33,Friday,MCCOWAN STATION,TRNOA,5,10,S,SRT,0,No Operator Immediately Available ,43.774916999999995,-79.251667,Scarborough Rail Transit,August,3-6PM,8,17,2018,17,afternoon_rush_hour
11176,11177,2018-08-13,6:09,Monday,MCCOWAN STATION,MRCL,6,11,W,SRT,3002,Divisional Clerk Related,43.774916999999995,-79.251667,Scarborough Rail Transit,August,5-9AM,8,6,2018,6,
11185,11186,2018-08-13,10:46,Monday,KENNEDY SRT STATION,ERRA,8,12,N,SRT,3013,Radio,43.7325,-79.263611,Scarborough Rail Transit,August,9AM-12PM,8,10,2018,10,mid_day
11197,11198,2018-08-14,1:44,Tuesday,SCARBOROUGH CTR STATIO,ERTC,6,12,N,SRT,3013,Train Control - VOBC,43.774444,-79.257778,Scarborough Rail Transit,August,9PM-1:30AM,8,1,2018,25,evening
11217,11218,2018-08-15,6:13,Wednesday,MIDLAND STATION,ERDO,6,12,S,SRT,3008,Door Problems - Faulty Equipment,43.770417,-79.271944,Scarborough Rail Transit,August,5-9AM,8,6,2018,6,
11218,11219,2018-08-15,6:39,Wednesday,MIDLAND STATION,ERDO,3,9,N,SRT,3013,Door Problems - Faulty Equipment,43.770417,-79.271944,Scarborough Rail Transit,August,5-9AM,8,6,2018,6,
11225,11226,2018-08-15,14:14,Wednesday,ELLESMERE STATION,ERNT,3,10,N,SRT,3015,Equipment - No Trouble Found,43.766944,-79.276389,Scarborough Rail Transit,August,12-3PM,8,14,2018,14,mid_day
11274,11275,2018-08-17,15:54,Friday,MIDLAND STATION,MRWEA,15,20,S,SRT,3008,Weather Reports / Related Delays,43.770417,-79.271944,Scarborough Rail Transit,August,3-6PM,8,15,2018,15,mid_day
11275,11276,2018-08-17,16:52,Friday,MIDLAND STATION,MRWEA,5,10,S,SRT,3026,Weather Reports / Related Delays,43.770417,-79.271944,Scarborough Rail Transit,August,3-6PM,8,16,2018,16,mid_day
11276,11277,2018-08-17,16:52,Friday,MIDLAND STATION,MRWEA,5,10,S,SRT,3008,Weather Reports / Related Delays,43.770417,-79.271944,Scarborough Rail Transit,August,3-6PM,8,16,2018,16,mid_day
11286,11287,2018-08-18,7:16,Saturday,ELLESMERE STATION,ERDO,3,10,S,SRT,3022,Door Problems - Faulty Equipment,43.766944,-79.276389,Scarborough Rail Transit,August,5-9AM,8,7,2018,7,morning_rush_hour
11331,11332,2018-08-20,22:09,Monday,ELLESMERE STATION,ERDO,5,11,N,SRT,3001,Door Problems - Faulty Equipment,43.766944,-79.276389,Scarborough Rail Transit,August,9PM-1:30AM,8,22,2018,22,evening
11338,11339,2018-08-21,13:42,Tuesday,LAWRENCE EAST STATION,ERWA,4,9,N,SRT,3011,Warning Alarm Systems,43.750278,-79.270278,Scarborough Rail Transit,August,12-3PM,8,13,2018,13,mid_day
11347,11348,2018-08-21,18:26,Tuesday,MCCOWAN STATION,TRNOA,5,10,S,SRT,0,No Operator Immediately Available ,43.774916999999995,-79.251667,Scarborough Rail Transit,August,6-9PM,8,18,2018,18,afternoon_rush_hour
11367,11368,2018-08-22,15:57,Wednesday,ELLESMERE STATION,ERDO,4,9,,SRT,3017,Door Problems - Faulty Equipment,43.766944,-79.276389,Scarborough Rail Transit,August,3-6PM,8,15,2018,15,mid_day
11384,11385,2018-08-23,6:04,Thursday,MCCOWAN STATION,MRTO,5,10,S,SRT,3004,Timeout,43.774916999999995,-79.251667,Scarborough Rail Transit,August,5-9AM,8,6,2018,6,
11386,11387,2018-08-23,8:23,Thursday,MIDLAND STATION,ERDO,6,11,S,SRT,3008,Door Problems - Faulty Equipment,43.770417,-79.271944,Scarborough Rail Transit,August,5-9AM,8,8,2018,8,morning_rush_hour
11396,11397,2018-08-23,15:05,Thursday,MCCOWAN STATION,PRO,5,10,S,SRT,3000,Other,43.774916999999995,-79.251667,Scarborough Rail Transit,August,3-6PM,8,15,2018,15,mid_day
11408,11409,2018-08-24,7:00,Friday,LAWRENCE EAST STATION,ERDO,9,14,S,SRT,3018,Door Problems - Faulty Equipment,43.750278,-79.270278,Scarborough Rail Transit,August,5-9AM,8,7,2018,7,morning_rush_hour
11446,11447,2018-08-26,10:38,Sunday,LAWRENCE EAST STATION,ERDO,3,10,N,SRT,3017,Door Problems - Faulty Equipment,43.750278,-79.270278,Scarborough Rail Transit,August,9AM-12PM,8,10,2018,10,mid_day
11452,11453,2018-08-26,22:15,Sunday,LAWRENCE EAST STATION,ERTC,6,12,N,SRT,3015,Train Control - VOBC,43.750278,-79.270278,Scarborough Rail Transit,August,9PM-1:30AM,8,22,2018,22,evening
11453,11454,2018-08-26,23:08,Sunday,KENNEDY SRT STATION,SRO,10,16,N,SRT,3015,Passenger Other,43.7325,-79.263611,Scarborough Rail Transit,August,9PM-1:30AM,8,23,2018,23,evening
11484,11485,2018-08-27,19:36,Monday,MCCOWAN STATION,MRTO,6,12,S,SRT,3008,Timeout,43.774916999999995,-79.251667,Scarborough Rail Transit,August,6-9PM,8,19,2018,19,afternoon_rush_hour
11534,11535,2018-08-30,5:50,Thursday,SCARBOROUGH CTR STATIO,TRSET,6,11,S,SRT,3018,Train Controls Improperly Shut Down,43.774444,-79.257778,Scarborough Rail Transit,August,5-9AM,8,5,2018,29,off_operation
11652,11653,2018-09-05,14:02,Wednesday,ELLESMERE STATION,ERDO,4,9,N,SRT,3015,Door Problems - Faulty Equipment,43.766944,-79.276389,Scarborough Rail Transit,September,12-3PM,9,14,2018,14,mid_day
11653,11654,2018-09-05,14:19,Wednesday,KENNEDY SRT STATION,ERDO,3,8,S,SRT,0,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,September,12-3PM,9,14,2018,14,mid_day
11655,11656,2018-09-05,14:56,Wednesday,KENNEDY SRT STATION,ERDO,3,8,N,SRT,3025,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,September,12-3PM,9,14,2018,14,mid_day
11660,11661,2018-09-05,16:02,Wednesday,SCARBOROUGH CTR STATIO,MRO,5,10,S,SRT,3004,Miscellaneous Other,43.774444,-79.257778,Scarborough Rail Transit,September,3-6PM,9,16,2018,16,mid_day
11667,11668,2018-09-05,19:42,Wednesday,MCCOWAN STATION,TRNIP,6,12,S,SRT,3023,Operator Not In Position,43.774916999999995,-79.251667,Scarborough Rail Transit,September,6-9PM,9,19,2018,19,afternoon_rush_hour
11697,11698,2018-09-07,19:12,Friday,LAWRENCE EAST STATION,ERDO,4,11,N,SRT,3017,Door Problems - Faulty Equipment,43.750278,-79.270278,Scarborough Rail Transit,September,6-9PM,9,19,2018,19,afternoon_rush_hour
11700,11701,2018-09-07,20:30,Friday,ELLESMERE STATION,MRTO,5,12,N,SRT,3013,Timeout,43.766944,-79.276389,Scarborough Rail Transit,September,6-9PM,9,20,2018,20,afternoon_rush_hour
11704,11705,2018-09-07,20:49,Friday,MIDLAND STATION,MRTO,5,12,S,SRT,3000,Timeout,43.770417,-79.271944,Scarborough Rail Transit,September,6-9PM,9,20,2018,20,afternoon_rush_hour
11722,11723,2018-09-09,17:07,Sunday,SCARBOROUGH CTR STATIO,MRDD,3,9,S,SRT,3008,Door Problems - Debris Related,43.774444,-79.257778,Scarborough Rail Transit,September,3-6PM,9,17,2018,17,afternoon_rush_hour
11724,11725,2018-09-10,6:08,Monday,SCARBOROUGH CTR STATIO,ERDO,3,8,N,SRT,3001,Door Problems - Faulty Equipment,43.774444,-79.257778,Scarborough Rail Transit,September,5-9AM,9,6,2018,6,
11755,11756,2018-09-11,15:13,Tuesday,KENNEDY SRT STATION,SRDP,5,10,N,SRT,3017,Disorderly Patron,43.7325,-79.263611,Scarborough Rail Transit,September,3-6PM,9,15,2018,15,mid_day
11765,11766,2018-09-12,9:25,Wednesday,SCARBOROUGH CTR STATIO,ERDO,4,12,S,SRT,3000,Door Problems - Faulty Equipment,43.774444,-79.257778,Scarborough Rail Transit,September,9AM-12PM,9,9,2018,9,morning_rush_hour
11789,11790,2018-09-13,6:35,Thursday,KENNEDY SRT STATION,MRTO,13,18,S,SRT,3017,Timeout,43.7325,-79.263611,Scarborough Rail Transit,September,5-9AM,9,6,2018,6,
11796,11797,2018-09-13,11:04,Thursday,MCCOWAN STATION,ERTC,6,12,S,SRT,3009,Train Control - VOBC,43.774916999999995,-79.251667,Scarborough Rail Transit,September,9AM-12PM,9,11,2018,11,mid_day
11807,11808,2018-09-14,8:54,Friday,LAWRENCE EAST STATION,MRUI,6,11,S,SRT,3022,Injured or ill Customer (On Train) - Transported,43.750278,-79.270278,Scarborough Rail Transit,September,5-9AM,9,8,2018,8,morning_rush_hour
11834,11835,2018-09-15,14:10,Saturday,MCCOWAN STATION,MRUI,4,9,S,SRT,3022,Injured or ill Customer (On Train) - Transported,43.774916999999995,-79.251667,Scarborough Rail Transit,September,12-3PM,9,14,2018,14,mid_day
11846,11847,2018-09-16,8:19,Sunday,ELLESMERE STATION,ERDO,3,9,N,SRT,3025,Door Problems - Faulty Equipment,43.766944,-79.276389,Scarborough Rail Transit,September,5-9AM,9,8,2018,8,morning_rush_hour
11849,11850,2018-09-16,11:04,Sunday,SCARBOROUGH CTR STATIO,PRS,8,14,,SRT,0,VCC/RCIU/CCR,43.774444,-79.257778,Scarborough Rail Transit,September,9AM-12PM,9,11,2018,11,mid_day
11858,11859,2018-09-17,0:05,Monday,KENNEDY SRT STATION,MRUI,14,20,N,SRT,3011,Injured or ill Customer (On Train) - Transported,43.7325,-79.263611,Scarborough Rail Transit,September,9PM-1:30AM,9,0,2018,24,evening
11874,11875,2018-09-17,20:11,Monday,KENNEDY SRT STATION,MRUIR,8,13,N,SRT,3017,Injured or ill Customer (On Train) - Medical Aid Refused,43.7325,-79.263611,Scarborough Rail Transit,September,6-9PM,9,20,2018,20,afternoon_rush_hour
11900,11901,2018-09-19,5:52,Wednesday,MCCOWAN STATION,TRO,4,9,S,SRT,3022,Transportation Department - Other,43.774916999999995,-79.251667,Scarborough Rail Transit,September,5-9AM,9,5,2018,29,off_operation
11904,11905,2018-09-19,8:11,Wednesday,KENNEDY SRT STATION,MRUIR,5,10,N,SRT,3022,Injured or ill Customer (On Train) - Medical Aid Refused,43.7325,-79.263611,Scarborough Rail Transit,September,5-9AM,9,8,2018,8,morning_rush_hour
11944,11945,2018-09-21,14:55,Friday,MCCOWAN STATION,ERAC,5,10,S,SRT,3001,Air Conditioning,43.774916999999995,-79.251667,Scarborough Rail Transit,September,12-3PM,9,14,2018,14,mid_day
11948,11949,2018-09-21,17:34,Friday,KENNEDY SRT STATION,ERTC,10,15,N,SRT,3003,Train Control - VOBC,43.7325,-79.263611,Scarborough Rail Transit,September,3-6PM,9,17,2018,17,afternoon_rush_hour
12023,12024,2018-09-26,6:59,Wednesday,MCCOWAN STATION,ERTC,7,12,S,SRT,3024,Train Control - VOBC,43.774916999999995,-79.251667,Scarborough Rail Transit,September,5-9AM,9,6,2018,6,
12054,12055,2018-09-28,6:00,Friday,MCCOWAN STATION,ERWA,10,15,N,SRT,3024,Warning Alarm Systems,43.774916999999995,-79.251667,Scarborough Rail Transit,September,5-9AM,9,6,2018,6,
12067,12068,2018-09-28,23:38,Friday,MCCOWAN STATION,MRSAN,6,12,N,SRT,3013,Unsanitary Vehicle,43.774916999999995,-79.251667,Scarborough Rail Transit,September,9PM-1:30AM,9,23,2018,23,evening
12075,12076,2018-09-29,11:46,Saturday,MCCOWAN STATION,MRIE,6,12,S,SRT,3002,Injured Employee,43.774916999999995,-79.251667,Scarborough Rail Transit,September,9AM-12PM,9,11,2018,11,mid_day
12080,12081,2018-09-29,15:09,Saturday,MCCOWAN STATION,SRDP,5,10,,SRT,3009,Disorderly Patron,43.774916999999995,-79.251667,Scarborough Rail Transit,September,3-6PM,9,15,2018,15,mid_day
12091,12092,2018-09-29,21:33,Saturday,KENNEDY SRT STATION,MRO,6,12,S,SRT,3005,Miscellaneous Other,43.7325,-79.263611,Scarborough Rail Transit,September,9PM-1:30AM,9,21,2018,21,evening
12098,12099,2018-09-30,13:53,Sunday,ELLESMERE STATION,MRPAA,3,9,N,SRT,3013,Passenger Assistance Alarm Activated - No Trouble Found,43.766944,-79.276389,Scarborough Rail Transit,September,12-3PM,9,13,2018,13,mid_day
12110,12111,2018-10-01,5:46,Monday,MCCOWAN STATION,ERDO,8,18,S,SRT,3022,Door Problems - Faulty Equipment,43.774916999999995,-79.251667,Scarborough Rail Transit,October,5-9AM,10,5,2018,29,off_operation
12211,12212,2018-10-05,17:55,Friday,LAWRENCE EAST STATION,SRO,25,30,S,SRT,3022,Passenger Other,43.750278,-79.270278,Scarborough Rail Transit,October,3-6PM,10,17,2018,17,afternoon_rush_hour
12232,12233,2018-10-07,18:17,Sunday,MIDLAND STATION,TRO,5,10,S,SRT,3008,Transportation Department - Other,43.770417,-79.271944,Scarborough Rail Transit,October,6-9PM,10,18,2018,18,afternoon_rush_hour
12235,12236,2018-10-07,20:45,Sunday,MIDLAND STATION,SRAP,6,11,N,SRT,3017,Assault / Patron Involved,43.770417,-79.271944,Scarborough Rail Transit,October,6-9PM,10,20,2018,20,afternoon_rush_hour
12262,12263,2018-10-09,16:21,Tuesday,MIDLAND STATION,SRAP,5,10,S,SRT,3002,Assault / Patron Involved,43.770417,-79.271944,Scarborough Rail Transit,October,3-6PM,10,16,2018,16,mid_day
12263,12264,2018-10-09,17:23,Tuesday,SCARBOROUGH CTR STATIO,MRUIR,3,8,N,SRT,3011,Injured or ill Customer (On Train) - Medical Aid Refused,43.774444,-79.257778,Scarborough Rail Transit,October,3-6PM,10,17,2018,17,afternoon_rush_hour
12274,12275,2018-10-10,10:30,Wednesday,MCCOWAN STATION,TRNIP,4,10,S,SRT,3000,Operator Not In Position,43.774916999999995,-79.251667,Scarborough Rail Transit,October,9AM-12PM,10,10,2018,10,mid_day
12275,12276,2018-10-10,11:29,Wednesday,SCARBOROUGH CTR STATIO,ERLV,6,14,S,SRT,3000,Low Voltage,43.774444,-79.257778,Scarborough Rail Transit,October,9AM-12PM,10,11,2018,11,mid_day
12276,12277,2018-10-10,12:02,Wednesday,MCCOWAN STATION,ERCD,6,12,S,SRT,3000,Consequential Delay (2nd Delay Same Fault),43.774916999999995,-79.251667,Scarborough Rail Transit,October,12-3PM,10,12,2018,12,mid_day
12326,12327,2018-10-13,12:11,Saturday,KENNEDY SRT STATION,ERDB,5,11,N,SRT,3019,Disc Brakes,43.7325,-79.263611,Scarborough Rail Transit,October,12-3PM,10,12,2018,12,mid_day
12327,12328,2018-10-13,12:24,Saturday,MCCOWAN STATION,ERDB,3,9,S,SRT,3019,Disc Brakes,43.774916999999995,-79.251667,Scarborough Rail Transit,October,12-3PM,10,12,2018,12,mid_day
12368,12369,2018-10-16,6:45,Tuesday,SCARBOROUGH CTR STATIO,ERDO,3,7,S,SRT,3018,Door Problems - Faulty Equipment,43.774444,-79.257778,Scarborough Rail Transit,October,5-9AM,10,6,2018,6,
12383,12384,2018-10-16,16:22,Tuesday,MIDLAND STATION,ERDO,5,10,S,SRT,3018,Door Problems - Faulty Equipment,43.770417,-79.271944,Scarborough Rail Transit,October,3-6PM,10,16,2018,16,mid_day
12396,12397,2018-10-17,6:46,Wednesday,LAWRENCE EAST STATION,ERTL,3,8,S,SRT,3018,Trainline System,43.750278,-79.270278,Scarborough Rail Transit,October,5-9AM,10,6,2018,6,
12485,12486,2018-10-20,17:46,Saturday,KENNEDY SRT STATION,SRAP,5,11,S,SRT,3011,Assault / Patron Involved,43.7325,-79.263611,Scarborough Rail Transit,October,3-6PM,10,17,2018,17,afternoon_rush_hour
12530,12531,2018-10-23,15:53,Tuesday,LAWRENCE EAST STATION,ERTC,5,10,N,SRT,3013,Train Control - VOBC,43.750278,-79.270278,Scarborough Rail Transit,October,3-6PM,10,15,2018,15,mid_day
12536,12537,2018-10-24,7:07,Wednesday,KENNEDY SRT STATION,MRO,17,22,N,SRT,3017,Miscellaneous Other,43.7325,-79.263611,Scarborough Rail Transit,October,5-9AM,10,7,2018,7,morning_rush_hour
12557,12558,2018-10-25,11:55,Thursday,LAWRENCE EAST STATION,TRO,5,12,N,SRT,3027,Transportation Department - Other,43.750278,-79.270278,Scarborough Rail Transit,October,9AM-12PM,10,11,2018,11,mid_day
12579,12580,2018-10-26,15:24,Friday,KENNEDY SRT STATION,ERNT,11,16,N,SRT,3019,Equipment - No Trouble Found,43.7325,-79.263611,Scarborough Rail Transit,October,3-6PM,10,15,2018,15,mid_day
12596,12597,2018-10-27,10:10,Saturday,KENNEDY SRT STATION,ERDO,4,10,N,SRT,3025,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,October,9AM-12PM,10,10,2018,10,mid_day
12597,12598,2018-10-27,10:29,Saturday,SCARBOROUGH CTR STATIO,ERDO,8,14,S,SRT,3018,Door Problems - Faulty Equipment,43.774444,-79.257778,Scarborough Rail Transit,October,9AM-12PM,10,10,2018,10,mid_day
12600,12601,2018-10-27,13:23,Saturday,LAWRENCE EAST STATION,ERTC,16,21,S,SRT,3002,Train Control - VOBC,43.750278,-79.270278,Scarborough Rail Transit,October,12-3PM,10,13,2018,13,mid_day
12603,12604,2018-10-27,14:11,Saturday,KENNEDY SRT STATION,TRTC,4,9,S,SRT,3009,Transit Control Related Problems,43.7325,-79.263611,Scarborough Rail Transit,October,12-3PM,10,14,2018,14,mid_day
12604,12605,2018-10-27,16:48,Saturday,MCCOWAN STATION,ERWA,5,10,N,SRT,3009,Warning Alarm Systems,43.774916999999995,-79.251667,Scarborough Rail Transit,October,3-6PM,10,16,2018,16,mid_day
12620,12621,2018-10-28,22:03,Sunday,KENNEDY SRT STATION,ERDO,3,8,E,SRT,3017,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,October,9PM-1:30AM,10,22,2018,22,evening
12644,12645,2018-10-30,9:40,Tuesday,LAWRENCE EAST STATION,TRO,5,11,N,SRT,3027,Transportation Department - Other,43.750278,-79.270278,Scarborough Rail Transit,October,9AM-12PM,10,9,2018,9,morning_rush_hour
12655,12656,2018-10-31,9:13,Wednesday,LAWRENCE EAST STATION,ERTC,28,33,N,SRT,3013,Train Control - VOBC,43.750278,-79.270278,Scarborough Rail Transit,October,9AM-12PM,10,9,2018,9,morning_rush_hour
12689,12690,2018-11-02,15:15,Friday,SCARBOROUGH CTR STATIO,ERDO,6,12,N,SRT,3025,Door Problems - Faulty Equipment,43.774444,-79.257778,Scarborough Rail Transit,November,3-6PM,11,15,2018,15,mid_day
12690,12691,2018-11-02,15:25,Friday,ELLESMERE STATION,MRTO,3,9,N,SRT,3009,Timeout,43.766944,-79.276389,Scarborough Rail Transit,November,3-6PM,11,15,2018,15,mid_day
12725,12726,2018-11-05,12:50,Monday,MCCOWAN STATION,PRSA,23,29,S,SRT,3023,Axle Counter Related,43.774916999999995,-79.251667,Scarborough Rail Transit,November,12-3PM,11,12,2018,12,mid_day
12767,12768,2018-11-07,7:12,Wednesday,KENNEDY SRT STATION,TRO,4,9,N,SRT,3013,Transportation Department - Other,43.7325,-79.263611,Scarborough Rail Transit,November,5-9AM,11,7,2018,7,morning_rush_hour
12780,12781,2018-11-07,10:30,Wednesday,MCCOWAN STATION,TRNOA,6,12,S,SRT,3018,No Operator Immediately Available ,43.774916999999995,-79.251667,Scarborough Rail Transit,November,9AM-12PM,11,10,2018,10,mid_day
12794,12795,2018-11-07,20:08,Wednesday,LAWRENCE EAST STATION,MRO,6,13,S,SRT,3017,Miscellaneous Other,43.750278,-79.270278,Scarborough Rail Transit,November,6-9PM,11,20,2018,20,afternoon_rush_hour
12803,12804,2018-11-08,11:53,Thursday,SCARBOROUGH CTR STATIO,MRPAA,3,9,N,SRT,3013,Passenger Assistance Alarm Activated - No Trouble Found,43.774444,-79.257778,Scarborough Rail Transit,November,9AM-12PM,11,11,2018,11,mid_day
12817,12818,2018-11-08,23:23,Thursday,KENNEDY SRT STATION,ERHV,7,14,S,SRT,3024,High Voltage,43.7325,-79.263611,Scarborough Rail Transit,November,9PM-1:30AM,11,23,2018,23,evening
12842,12843,2018-11-10,12:43,Saturday,SCARBOROUGH CTR STATIO,MRTO,4,10,S,SRT,3008,Timeout,43.774444,-79.257778,Scarborough Rail Transit,November,12-3PM,11,12,2018,12,mid_day
12865,12866,2018-11-12,9:21,Monday,ELLESMERE STATION,ERDO,3,9,S,SRT,3002,Door Problems - Faulty Equipment,43.766944,-79.276389,Scarborough Rail Transit,November,9AM-12PM,11,9,2018,9,morning_rush_hour
12872,12873,2018-11-12,11:12,Monday,KENNEDY SRT STATION,TRO,6,12,N,SRT,3013,Transportation Department - Other,43.7325,-79.263611,Scarborough Rail Transit,November,9AM-12PM,11,11,2018,11,mid_day
12892,12893,2018-11-13,9:18,Tuesday,MIDLAND STATION,ERDO,3,9,S,SRT,0,Door Problems - Faulty Equipment,43.770417,-79.271944,Scarborough Rail Transit,November,9AM-12PM,11,9,2018,9,morning_rush_hour
12894,12895,2018-11-13,12:56,Tuesday,SCARBOROUGH CTR STATIO,SRDP,25,31,N,SRT,3013,Disorderly Patron,43.774444,-79.257778,Scarborough Rail Transit,November,12-3PM,11,12,2018,12,mid_day
12911,12912,2018-11-14,8:54,Wednesday,KENNEDY SRT STATION,ERDO,3,8,N,SRT,3025,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,November,5-9AM,11,8,2018,8,morning_rush_hour
12922,12923,2018-11-14,20:28,Wednesday,SCARBOROUGH CTR STATIO,SREAS,11,17,S,SRT,3018,Emergency Alarm Station Activation,43.774444,-79.257778,Scarborough Rail Transit,November,6-9PM,11,20,2018,20,afternoon_rush_hour
12925,12926,2018-11-15,6:03,Thursday,KENNEDY SRT STATION,ERTC,7,12,N,SRT,3017,Train Control - VOBC,43.7325,-79.263611,Scarborough Rail Transit,November,5-9AM,11,6,2018,6,
12933,12934,2018-11-15,10:27,Thursday,SCARBOROUGH CTR STATIO,ERPR,19,25,S,SRT,3002,Propulsion System,43.774444,-79.257778,Scarborough Rail Transit,November,9AM-12PM,11,10,2018,10,mid_day
12947,12948,2018-11-15,18:50,Thursday,LAWRENCE EAST STATION,SRDP,3,9,N,SRT,3017,Disorderly Patron,43.750278,-79.270278,Scarborough Rail Transit,November,6-9PM,11,18,2018,18,afternoon_rush_hour
